season,team,match_location,outcome,outcome_binary,final_points_absolute,final_points_relative,abs_carries,abs_metres_made,abs_defenders_beaten,abs_clean_breaks,abs_offloads,abs_passes,abs_turnovers_conceded,abs_turnovers_won,abs_kicks_from_hand,abs_kick_metres,abs_scrums_won,abs_rucks_won,abs_lineout_throws_lost,abs_lineout_throws_won,abs_tackles,abs_missed_tackles,abs_penalties_conceded,abs_scrum_pens_conceded,abs_lineout_pens_conceded,abs_general_play_pens_conceded,abs_free_kicks_conceded,abs_ruck_maul_tackle_pen_con,abs_red_cards,abs_yellow_cards,rel_carries,rel_metres_made,rel_defenders_beaten,rel_clean_breaks,rel_offloads,rel_passes,rel_turnovers_conceded,rel_turnovers_won,rel_kicks_from_hand,rel_kick_metres,rel_scrums_won,rel_rucks_won,rel_lineout_throws_lost,rel_lineout_throws_won,rel_tackles,rel_missed_tackles,rel_penalties_conceded,rel_scrum_pens_conceded,rel_lineout_pens_conceded,rel_general_play_pens_conceded,rel_free_kicks_conceded,rel_ruck_maul_tackle_pen_con,rel_red_cards,rel_yellow_cards
24/25,Vodacom Bulls,away,win,1,28,14,113,561,21,10,7,123,13,9,34,1173,3,74,6,14,150,34,9,1,1,5,2,1,1,0,-28,-2,-13,2,-9,-95,0,6,7,101,-1,-22,3,0,24,13,-1,0,0,1,2,0,0,0
24/25,Munster Rugby,home,win,1,17,7,157,332,18,4,20,195,19,11,33,967,5,102,1,8,177,24,8,2,0,1,0,1,0,0,16,15,-6,2,16,61,-4,3,4,-42,-3,-7,-1,-2,30,6,4,1,-1,1,-1,0,0,0
24/25,Emirates Lions,away,loss,0,10,-7,141,317,24,2,4,134,23,8,29,1009,8,109,2,10,147,18,4,1,1,0,1,1,0,0,-16,-15,6,-2,-16,-61,4,-3,-4,42,3,7,1,2,-30,-6,-4,-1,1,-1,1,0,0,0
24/25,Ospreys,away,loss,0,17,-5,188,368,26,11,11,249,13,7,24,874,3,120,0,19,125,18,11,2,0,5,1,1,0,0,58,1,8,5,1,120,3,-1,-10,-37,-2,36,0,13,-59,-8,-1,2,-1,0,1,-2,0,0
24/25,Zebre Parma,home,win,1,22,5,130,367,18,6,10,129,10,8,34,911,5,84,0,6,184,26,12,0,1,5,0,3,0,0,-58,-1,-8,-5,-1,-120,-3,1,10,37,2,-36,0,-13,59,8,1,-2,1,0,-1,2,0,0
24/25,Edinburgh Rugby,home,win,1,50,17,176,509,35,7,6,188,9,10,19,678,7,122,2,8,141,16,12,2,0,3,0,3,0,0,68,194,19,4,-1,66,-8,6,7,137,3,47,0,-2,-72,-19,-2,-2,0,-3,-1,2,0,-1
24/25,Benetton Rugby,away,loss,0,33,-17,108,315,16,3,7,122,17,4,12,541,4,75,2,10,213,35,14,4,0,6,1,1,0,1,-68,-194,-19,-4,1,-66,8,-6,-7,-137,-3,-47,0,2,72,19,2,2,0,3,1,-2,0,1
24/25,Ulster Rugby,home,loss,0,19,-3,192,329,27,1,8,191,6,8,19,855,6,158,2,16,95,28,8,1,1,3,0,0,1,0,99,-143,-1,-7,1,74,-4,6,3,285,1,105,0,10,-194,1,-9,0,0,-2,-1,-4,1,-1
24/25,Munster Rugby,away,win,1,22,3,93,472,28,8,7,117,10,2,16,570,5,53,2,6,289,27,17,1,1,5,1,4,0,1,-99,143,1,7,-1,-74,4,-6,-3,-285,-1,-105,0,-10,194,-1,9,0,0,2,1,4,-1,1
24/25,Connacht Rugby,away,loss,0,12,-8,141,354,32,9,15,193,10,6,18,807,3,79,1,19,127,24,16,4,0,4,1,4,0,1,29,129,8,4,4,64,1,-3,-4,-20,-4,7,-3,7,-1,-8,0,3,-2,-1,0,1,0,-1
24/25,Leinster Rugby,home,win,1,20,8,112,225,24,5,11,129,9,9,22,827,7,72,4,12,128,32,16,1,2,5,1,3,0,2,-29,-129,-8,-4,-4,-64,-1,3,4,20,4,-7,3,-7,1,8,0,-3,2,1,0,-1,0,1
24/25,Emirates Lions,away,loss,0,10,-19,121,313,30,7,8,132,15,7,22,758,6,90,3,18,141,30,13,1,0,6,0,1,1,1,-25,-274,0,-3,-8,-44,-2,-1,-4,134,3,0,2,1,-8,0,5,1,0,4,0,-1,1,1
24/25,DHL Stormers,home,win,1,29,19,146,587,30,10,16,176,17,8,26,624,3,90,1,17,149,30,8,0,0,2,0,2,0,0,25,274,0,3,8,44,2,1,4,-134,-3,0,-2,-1,8,0,-5,-1,0,-4,0,1,-1,-1
24/25,Benetton Rugby,home,win,1,11,1,160,470,28,8,8,188,18,5,19,789,7,99,2,18,150,19,9,2,0,0,0,1,0,0,49,213,9,6,4,94,8,-6,-11,-197,-3,20,1,8,-16,-9,-5,-1,0,0,0,-1,0,-1
24/25,Zebre Parma,away,loss,0,10,-1,111,257,19,2,4,94,10,11,30,986,10,79,1,10,166,28,14,3,0,0,0,2,0,1,-49,-213,-9,-6,-4,-94,-8,6,11,197,3,-20,-1,-8,16,9,5,1,0,0,0,1,0,1
24/25,Hollywoodbets Sharks,home,win,1,20,3,72,311,12,4,6,71,14,4,29,813,8,43,2,5,60,16,17,7,1,2,0,1,0,0,2,61,-4,1,-2,-5,2,1,-1,-192,-1,0,1,-12,-5,4,10,6,1,0,0,1,0,-1
24/25,Vodacom Bulls,away,loss,0,17,-3,70,250,16,3,8,76,12,3,30,1005,9,43,1,17,65,12,7,1,0,2,0,0,0,1,-2,-61,4,-1,2,5,-2,-1,1,192,1,0,-1,12,5,-4,-10,-6,-1,0,0,-1,0,1
24/25,Edinburgh Rugby,away,loss,0,14,-19,127,348,28,3,11,137,12,7,15,511,8,83,0,11,172,18,13,3,2,5,0,2,0,2,-43,-97,10,-7,-3,-41,0,4,-3,-91,0,-19,0,-4,34,-10,1,-4,2,2,-2,2,0,1
24/25,Glasgow Warriors,home,win,1,33,19,170,445,18,10,14,178,12,3,18,602,8,102,0,15,138,28,12,7,0,3,2,0,0,1,43,97,-10,7,3,41,0,-4,3,91,0,19,0,4,-34,10,-1,4,-2,-2,2,-2,0,-1
24/25,Dragons RFC,home,loss,0,22,-2,131,337,22,3,5,141,17,5,39,1450,5,85,1,16,110,20,12,1,0,3,0,2,0,0,22,9,2,1,1,39,8,-2,-1,88,0,16,-4,2,-51,-2,4,-1,0,0,0,0,0,0
24/25,Cardiff Rugby,away,win,1,24,2,109,328,20,2,4,102,9,7,40,1362,5,69,5,14,161,22,8,2,0,3,0,2,0,0,-22,-9,-2,-1,-1,-39,-8,2,1,-88,0,-16,4,-2,51,2,-4,1,0,0,0,0,0,0
24/25,Ospreys,home,win,1,23,1,163,378,39,6,10,196,10,6,25,881,2,125,2,17,93,16,13,3,2,2,0,0,0,0,73,43,23,1,-2,105,1,-1,1,-2,-1,66,1,5,-115,-23,-3,1,1,-2,-1,-2,0,-2
24/25,Scarlets,away,loss,0,22,-1,90,335,16,5,12,91,9,7,24,883,3,59,1,12,208,39,16,2,1,4,1,2,0,2,-73,-43,-23,-1,2,-105,-1,1,-1,2,1,-66,-1,-5,115,23,3,-1,-1,2,1,2,0,2
24/25,Emirates Lions,away,loss,0,19,-12,134,567,22,6,18,170,19,6,25,955,5,64,1,10,128,21,17,6,0,4,1,1,0,1,10,226,1,1,8,33,6,-2,-7,-417,-7,-7,-2,-5,20,-1,8,5,0,2,1,-2,0,0
24/25,Vodacom Bulls,home,win,1,31,12,124,341,21,5,10,137,13,8,32,1372,12,71,3,15,108,22,9,1,0,2,0,3,0,1,-10,-226,-1,-1,-8,-33,-6,2,7,417,7,7,2,5,-20,1,-8,-5,0,-2,-1,2,0,0
24/25,Leinster Rugby,away,win,1,28,21,147,353,30,9,11,163,13,4,28,1141,10,102,0,8,175,22,13,1,0,5,0,2,0,1,21,20,8,7,2,10,-3,-1,1,210,7,10,-4,-2,-10,-8,5,-5,0,4,0,2,0,1
24/25,Munster Rugby,home,loss,0,7,-21,126,333,22,2,9,153,16,5,27,931,3,92,4,10,185,30,8,6,0,1,0,0,0,0,-21,-20,-8,-7,-2,-10,3,1,-1,-210,-7,-10,4,2,10,8,-5,5,0,-4,0,-2,0,-1
24/25,Connacht Rugby,home,loss,0,7,-10,153,406,32,4,19,243,18,6,18,788,4,99,3,24,102,14,13,2,1,4,2,2,0,0,72,154,18,2,11,182,9,-3,-7,-57,-2,41,-1,11,-68,-18,-5,-2,0,0,2,0,0,0
24/25,Ulster Rugby,away,win,1,17,10,81,252,14,2,8,61,9,9,25,845,6,58,4,13,170,32,18,4,1,4,0,2,0,0,-72,-154,-18,-2,-11,-182,-9,3,7,57,2,-41,1,-11,68,18,5,2,0,0,-2,0,0,0
24/25,Hollywoodbets Sharks,away,loss,0,20,-4,82,220,22,4,8,92,16,8,24,626,8,54,0,9,134,18,13,5,0,4,2,0,0,1,-52,-185,4,-1,-14,-67,-2,2,7,-15,-2,-14,-3,-2,44,-4,4,3,0,0,1,-1,0,1
24/25,DHL Stormers,home,win,1,24,4,134,405,18,5,22,159,18,6,17,641,10,68,3,11,90,22,9,2,0,4,1,1,0,0,52,185,-4,1,14,67,2,-2,-7,15,2,14,3,2,-44,4,-4,-3,0,0,-1,1,0,-1
24/25,Zebre Parma,home,loss,0,12,-12,145,389,21,6,11,138,17,9,23,808,5,87,2,7,203,35,18,3,1,8,1,2,0,1,-33,-87,-14,-1,-1,-32,6,-2,0,25,1,-26,-1,-3,54,14,6,2,1,5,0,2,-1,0
24/25,Benetton Rugby,away,win,1,24,12,178,476,35,7,12,170,11,11,23,783,4,113,3,10,149,21,12,1,0,3,1,0,1,1,33,87,14,1,1,32,-6,2,0,-25,-1,26,1,3,-54,-14,-6,-2,-1,-5,0,-2,1,0
24/25,Edinburgh Rugby,home,win,1,10,3,152,279,18,4,4,182,8,9,18,657,6,113,0,17,156,18,15,2,1,0,1,1,0,1,27,22,0,0,-4,38,-5,1,8,142,0,31,-2,4,-38,0,1,-1,1,-3,0,-1,0,1
24/25,Glasgow Warriors,away,loss,0,7,-3,125,257,18,4,8,144,13,8,10,515,6,82,2,13,194,18,14,3,0,3,1,2,0,0,-27,-22,0,0,4,-38,5,-1,-8,-142,0,-31,2,-4,38,0,-1,1,-1,3,0,1,0,-1
24/25,Scarlets,home,win,1,32,17,128,536,30,10,15,124,16,9,31,1091,5,64,2,12,125,16,11,1,2,4,2,1,0,1,7,141,14,6,6,-19,-4,3,-1,-32,-2,-8,1,-8,15,-14,-3,-1,0,0,1,-1,0,1
24/25,Dragons RFC,away,loss,0,15,-17,121,395,16,4,9,143,20,6,32,1123,7,72,1,20,110,30,14,2,2,4,1,2,0,0,-7,-141,-14,-6,-6,19,4,-3,1,32,2,8,-1,8,-15,14,3,1,0,0,-1,1,0,-1
24/25,Glasgow Warriors,home,win,1,22,3,103,281,16,5,5,134,10,6,21,719,11,82,2,11,198,22,7,0,0,0,0,3,0,0,-57,-181,-6,0,-3,-97,-7,2,7,322,6,-34,2,-4,70,6,-3,-2,0,-2,0,3,0,0
24/25,Connacht Rugby,away,loss,0,19,-3,160,462,22,5,8,231,17,4,14,397,5,116,0,15,128,16,10,2,0,2,0,0,0,0,57,181,6,0,3,97,7,-2,-7,-322,-6,34,-2,4,-70,-6,3,2,0,2,0,-3,0,0
24/25,Benetton Rugby,away,loss,0,0,-43,115,247,19,2,7,136,20,3,23,970,3,72,1,14,149,29,14,4,1,5,3,1,0,0,-55,-371,-10,-4,-4,-53,10,-5,-12,-180,-8,-30,-1,0,22,10,4,1,1,5,3,-1,0,0
24/25,Ospreys,home,win,1,43,43,170,618,29,6,11,189,10,8,35,1150,11,102,2,14,127,19,10,3,0,0,0,2,0,0,55,371,10,4,4,53,-10,5,12,180,8,30,1,0,-22,-10,-4,-1,-1,-5,-3,1,0,0
24/25,Vodacom Bulls,away,win,1,35,13,124,550,26,5,19,146,11,11,27,820,7,65,0,12,110,21,12,0,1,3,0,3,0,0,12,195,5,-1,9,30,-6,4,14,19,4,3,-2,2,-7,-5,2,-2,1,0,0,0,0,0
24/25,Emirates Lions,home,loss,0,22,-13,112,355,21,6,10,116,17,7,13,801,3,62,2,10,117,26,10,2,0,3,0,3,0,0,-12,-195,-5,1,-9,-30,6,-4,-14,-19,-4,-3,2,-2,7,5,-2,2,-1,0,0,0,0,0
24/25,Scarlets,home,win,1,30,6,78,164,13,1,8,101,6,6,23,932,6,50,1,16,131,10,14,5,0,3,1,2,0,1,-34,-119,3,-1,0,-25,-8,1,-1,79,-2,-29,0,3,47,-3,0,5,-2,-2,1,-1,0,0
24/25,Edinburgh Rugby,away,loss,0,24,-6,112,283,10,2,8,126,14,5,24,853,8,79,1,13,84,13,14,0,2,5,0,3,0,1,34,119,-3,1,0,25,8,-1,1,-79,2,29,0,-3,-47,3,0,-5,2,2,-1,1,0,0
24/25,DHL Stormers,away,loss,0,12,-24,94,361,17,6,7,92,17,6,14,641,5,50,3,12,143,18,20,7,1,4,2,4,0,0,-39,56,-1,0,-6,-85,5,-7,-9,-418,-5,-37,0,-3,62,1,5,3,1,2,1,2,0,0
24/25,Leinster Rugby,home,win,1,36,24,133,305,18,6,13,177,12,13,23,1059,10,87,3,15,81,17,15,4,0,2,1,2,0,0,39,-56,1,0,6,85,-5,7,9,418,5,37,0,3,-62,-1,-5,-3,-1,-2,-1,-2,0,0
24/25,Cardiff Rugby,home,loss,0,22,-20,125,413,23,9,3,170,11,7,31,742,5,100,1,8,148,28,12,5,0,2,1,1,0,0,7,9,-5,1,-6,21,-7,1,8,-35,-2,19,0,-3,3,5,6,4,-1,1,0,1,0,0
24/25,Hollywoodbets Sharks,away,win,1,42,20,118,404,28,8,9,149,18,6,23,777,7,81,1,11,145,23,6,1,1,1,1,0,0,0,-7,-9,5,-1,6,-21,7,-1,-8,35,2,-19,0,3,-3,-5,-6,-4,1,-1,0,-1,0,0
24/25,Munster Rugby,away,win,1,38,19,176,707,25,13,14,215,18,3,17,648,10,96,1,19,83,11,11,2,1,0,2,2,0,0,91,485,14,8,11,116,5,-3,-1,-158,0,39,0,11,-77,-14,-2,-4,0,-2,1,-2,0,-1
24/25,Dragons RFC,home,loss,0,19,-19,85,222,11,5,3,99,13,6,18,806,10,57,1,8,160,25,13,6,1,2,1,4,0,1,-91,-485,-14,-8,-11,-116,-5,3,1,158,0,-39,0,-11,77,14,2,4,0,2,-1,2,0,1
24/25,Zebre Parma,away,win,1,15,1,114,397,28,5,18,92,13,6,30,990,6,60,1,14,211,30,15,1,0,7,0,1,0,1,-64,-8,-2,3,10,-109,-2,1,4,-13,0,-67,1,0,105,2,4,-1,0,5,0,-1,0,1
24/25,Ulster Rugby,home,loss,0,14,-1,178,405,30,2,8,201,15,5,26,1003,6,127,0,14,106,28,11,2,0,2,0,2,0,0,64,8,2,-3,-10,109,2,-1,-4,13,0,67,-1,0,-105,-2,-4,1,0,-5,0,1,0,-1
24/25,Zebre Parma,away,win,1,22,5,111,357,18,7,17,112,11,4,28,851,3,57,1,10,218,30,12,3,0,4,0,1,1,1,-78,-24,-12,4,3,-109,3,-3,0,-29,-3,-79,0,-3,123,12,-1,1,0,2,-1,-1,1,0
24/25,Edinburgh Rugby,home,loss,0,17,-5,189,381,30,3,14,221,8,7,28,880,6,136,1,13,95,18,13,2,0,2,1,2,0,1,78,24,12,-4,-3,109,-3,3,0,29,3,79,0,3,-123,-12,1,-1,0,-2,1,1,-1,0
24/25,Leinster Rugby,away,win,1,22,3,131,298,16,4,10,169,13,7,28,1106,7,93,1,11,131,17,16,1,1,2,1,4,0,0,18,41,-1,3,5,57,-2,1,1,-52,3,18,-3,-7,-18,1,5,-4,1,0,1,4,0,0
24/25,Ospreys,home,loss,0,19,-3,113,257,17,1,5,112,15,6,27,1158,4,75,4,18,149,16,11,5,0,2,0,0,0,0,-18,-41,1,-3,-5,-57,2,-1,-1,52,-3,-18,3,7,18,-1,-5,4,-1,0,-1,-4,0,0
24/25,Emirates Lions,home,win,1,30,7,74,372,17,8,8,80,10,14,27,871,5,38,1,10,138,22,18,1,0,6,0,3,0,1,-91,-146,-5,-5,-14,-137,-13,11,11,169,1,-45,1,-14,72,5,9,-1,-1,4,-1,3,0,0
24/25,DHL Stormers,away,loss,0,23,-7,165,518,22,13,22,217,23,3,16,702,4,83,0,24,66,17,9,2,1,2,1,0,0,1,91,146,5,5,14,137,13,-11,-11,-169,-1,45,-1,14,-72,-5,-9,1,1,-4,1,-3,0,0
24/25,Vodacom Bulls,home,loss,0,19,-10,106,251,11,4,6,98,21,7,20,936,7,74,2,17,89,19,9,1,0,4,0,2,0,1,13,-132,-8,-4,-12,-23,7,-1,-12,1,3,16,-2,5,-38,8,-12,-5,-1,-2,0,2,0,-2
24/25,Hollywoodbets Sharks,away,win,1,29,10,93,383,19,8,18,121,14,8,32,935,4,58,4,12,127,11,21,6,1,6,0,0,0,3,-13,132,8,4,12,23,-7,1,12,-1,-3,-16,2,-5,38,-8,12,5,1,2,0,-2,0,2
24/25,Ulster Rugby,away,loss,0,19,-15,114,333,18,5,8,117,11,5,22,738,4,79,2,12,153,27,19,4,1,6,1,2,0,3,-27,3,-9,1,-1,-51,2,-1,0,-107,0,-11,1,-10,21,9,10,4,1,3,1,-1,0,3
24/25,Benetton Rugby,home,win,1,34,15,141,330,27,4,9,168,9,6,22,845,4,90,1,22,132,18,9,0,0,3,0,3,0,0,27,-3,9,-1,1,51,-2,1,0,107,0,11,-1,10,-21,-9,-10,-4,-1,-3,-1,1,0,-3
24/25,Munster Rugby,home,win,1,29,21,214,487,25,2,17,254,13,6,20,747,7,151,3,15,57,6,7,1,0,2,1,2,0,1,154,329,19,1,15,190,-1,-1,0,89,-2,118,1,10,-173,-19,-10,-3,0,-3,1,-1,0,0
24/25,Scarlets,away,loss,0,8,-21,60,158,6,1,2,64,14,7,20,658,9,33,2,5,230,25,17,4,0,5,0,3,0,1,-154,-329,-19,-1,-15,-190,1,1,0,-89,2,-118,-1,-10,173,19,10,3,0,3,-1,1,0,0
24/25,Connacht Rugby,home,win,1,24,5,144,400,22,7,8,211,17,3,15,509,7,110,0,15,97,12,8,1,0,2,0,3,0,0,39,110,10,2,1,69,6,-3,-7,-58,0,39,-2,2,-87,-10,-3,0,0,-4,0,2,0,0
24/25,Cardiff Rugby,away,loss,0,19,-5,105,290,12,5,7,142,11,6,22,567,7,71,2,13,184,22,11,1,0,6,0,1,0,0,-39,-110,-10,-2,-1,-69,-6,3,7,58,0,-39,2,-2,87,10,3,0,0,4,0,-2,0,0
24/25,Dragons RFC,home,loss,0,20,-25,133,389,11,3,11,144,15,3,14,579,7,85,2,12,151,24,12,2,0,3,1,1,0,1,-23,-217,-13,-9,-3,-35,-3,-7,-6,-135,4,-8,1,-4,-3,13,0,-1,0,0,1,1,0,1
24/25,Glasgow Warriors,away,win,1,45,25,156,606,24,12,14,179,18,10,20,714,3,93,1,16,154,11,12,3,0,3,0,0,0,0,23,217,13,9,3,35,3,7,6,135,-4,8,-1,4,3,-13,0,1,0,0,-1,-1,0,-1
24/25,Edinburgh Rugby,away,win,1,34,6,101,251,22,5,3,133,13,6,26,855,11,68,1,10,182,15,8,2,0,3,0,3,0,1,-40,-121,7,-4,-5,-52,-4,-2,8,305,4,-30,-1,1,56,-7,-5,-8,0,3,-2,3,0,1
24/25,Munster Rugby,home,loss,0,28,-6,141,372,15,9,8,185,17,8,18,550,7,98,2,9,126,22,13,10,0,0,2,0,0,0,40,121,-7,4,5,52,4,2,-8,-305,-4,30,1,-1,-56,7,5,8,0,-3,2,-3,0,-1
24/25,Dragons RFC,away,loss,0,21,-10,162,400,26,2,6,186,9,4,20,640,9,110,0,11,122,20,14,2,1,3,1,4,0,0,52,51,6,-5,-4,71,-3,-2,6,26,6,34,-2,-2,-52,-6,1,1,0,1,0,2,0,-1
24/25,Zebre Parma,home,win,1,31,10,110,349,20,7,10,115,12,6,14,614,3,76,2,13,174,26,13,1,1,2,1,2,0,1,-52,-51,-6,5,4,-71,3,2,-6,-26,-6,-34,2,2,52,6,-1,-1,0,-1,0,-2,0,1
24/25,Hollywoodbets Sharks,away,loss,0,14,-24,133,378,14,4,18,136,19,9,23,804,4,77,2,11,129,15,13,2,0,5,0,2,0,2,8,-88,-1,-4,6,4,2,-2,-6,-372,-1,-2,1,-4,11,1,6,2,0,4,0,-1,0,1
24/25,Emirates Lions,home,win,1,38,24,125,466,15,8,12,132,17,11,29,1176,5,79,1,15,118,14,7,0,0,1,0,3,0,1,-8,88,1,4,-6,-4,-2,2,6,372,1,2,-1,4,-11,-1,-6,-2,0,-4,0,1,0,-1
24/25,DHL Stormers,away,win,1,19,3,69,217,13,0,5,75,12,3,28,780,7,36,1,11,75,9,12,5,1,2,0,0,0,0,10,75,4,-1,4,21,-2,-4,5,-11,0,-9,-2,-2,16,-4,-1,3,0,-1,-1,-1,0,-1
24/25,Vodacom Bulls,home,loss,0,16,-3,59,142,9,1,1,54,14,7,23,791,7,45,3,13,59,13,13,2,1,3,1,1,0,1,-10,-75,-4,1,-4,-21,2,4,-5,11,0,9,2,2,-16,4,1,-3,0,1,1,1,0,1
24/25,Leinster Rugby,home,win,1,42,18,205,536,27,5,13,251,11,6,31,1124,4,134,2,17,109,20,8,1,0,2,1,0,0,0,92,168,7,-2,5,122,4,4,1,151,0,65,-1,7,-112,-7,-6,-1,-1,-1,0,-3,0,-1
24/25,Cardiff Rugby,away,loss,0,24,-18,113,368,20,7,8,129,7,2,30,973,4,69,3,10,221,27,14,2,1,3,1,3,0,1,-92,-168,-7,2,-5,-122,-4,-4,-1,-151,0,-65,1,-7,112,7,6,1,1,1,0,3,0,1
24/25,Scarlets,away,loss,0,28,-2,135,440,11,5,12,138,7,5,24,667,6,91,2,11,161,24,12,0,0,7,0,5,0,0,-8,96,-13,3,7,-20,-2,2,0,-85,2,-15,0,4,16,13,6,-1,0,4,0,4,0,0
24/25,Ulster Rugby,home,win,1,30,2,143,344,24,2,5,158,9,3,24,752,4,106,2,7,145,11,6,1,0,3,0,1,0,0,8,-96,13,-3,-7,20,2,-2,0,85,-2,15,0,-4,-16,-13,-6,1,0,-4,0,-4,0,0
24/25,Benetton Rugby,away,loss,0,30,-8,128,346,20,7,10,157,14,5,21,744,6,85,1,16,183,28,8,2,0,2,1,2,0,0,-39,-140,-8,-4,0,-39,0,-3,-1,184,1,-30,1,11,46,8,-6,-2,-1,-2,0,-2,0,0
24/25,Connacht Rugby,home,win,1,38,8,167,486,28,11,10,196,14,8,22,560,5,115,0,5,137,20,14,4,1,4,1,4,0,0,39,140,8,4,0,39,0,3,1,-184,-1,30,-1,-11,-46,-8,6,2,1,2,0,2,0,0
24/25,Glasgow Warriors,home,loss,0,31,-1,101,164,18,2,6,116,10,6,15,618,7,77,1,12,154,20,10,3,0,3,1,5,0,0,-26,-143,-2,-2,-2,-55,-2,2,-1,113,2,-17,1,-2,13,2,-2,1,0,2,1,4,0,0
24/25,Ospreys,away,win,1,32,1,127,307,20,4,8,171,12,4,16,505,5,94,0,14,141,18,12,2,0,1,0,1,0,0,26,143,2,2,2,55,2,-2,1,-113,-2,17,-1,2,-13,-2,2,-1,0,-2,-1,-4,0,0
24/25,Cardiff Rugby,home,win,1,20,3,87,355,12,3,3,87,17,6,31,871,6,58,1,11,223,19,13,2,0,2,0,5,0,0,-87,10,-7,1,-6,-108,7,-1,1,-419,-2,-71,1,-3,138,7,1,1,-1,0,0,4,0,-1
24/25,Emirates Lions,away,loss,0,17,-3,174,345,19,2,9,195,10,7,30,1290,8,129,0,14,85,12,12,1,1,2,0,1,0,1,87,-10,7,-1,6,108,-7,1,-1,419,2,71,-1,3,-138,-7,-1,-1,1,0,0,-4,0,1
24/25,Munster Rugby,away,loss,0,25,-3,159,420,39,4,15,206,9,11,24,789,5,110,2,15,158,30,18,1,0,6,0,1,0,1,26,-37,9,-3,2,56,-11,3,5,-5,-1,20,0,5,-44,-9,6,-1,0,4,-1,-3,0,1
24/25,Glasgow Warriors,home,win,1,28,3,133,457,30,7,13,150,20,8,19,794,6,90,2,10,202,39,12,2,0,2,1,4,0,0,-26,37,-9,3,-2,-56,11,-3,-5,5,1,-20,0,-5,44,9,-6,1,0,-4,1,3,0,-1
24/25,Hollywoodbets Sharks,home,win,1,35,1,124,461,25,2,11,133,23,3,22,715,9,78,0,13,66,18,8,0,2,3,2,1,0,1,29,69,7,-7,-4,34,12,-3,-5,-134,5,32,-3,6,-70,-7,-4,-4,2,-2,2,0,0,0
24/25,Zebre Parma,away,loss,0,34,-1,95,392,18,9,15,99,11,6,27,849,4,46,3,7,136,25,12,4,0,5,0,1,0,1,-29,-69,-7,7,4,-34,-12,3,5,134,-5,-32,3,-6,70,7,4,4,-2,2,-2,0,0,0
24/25,Benetton Rugby,home,win,1,21,3,133,492,23,7,5,162,17,5,32,998,5,95,1,14,108,20,8,1,0,1,0,1,0,0,48,258,3,2,1,78,8,-1,-1,-192,-1,33,-2,3,-68,-3,-6,-1,-1,-3,-1,-1,-1,-1
24/25,Edinburgh Rugby,away,loss,0,18,-3,85,234,20,5,4,84,9,6,33,1190,6,62,3,11,176,23,14,2,1,4,1,2,1,1,-48,-258,-3,-2,-1,-78,-8,1,1,192,1,-33,2,-3,68,3,6,1,1,3,1,1,1,1
24/25,Leinster Rugby,away,loss,0,20,-1,119,399,12,5,10,151,15,7,28,1172,5,69,2,12,79,14,18,6,0,4,0,0,0,1,41,116,-2,2,2,54,1,0,3,33,-2,23,0,-8,-29,2,4,4,-1,-4,0,-1,-1,0
24/25,Vodacom Bulls,home,win,1,21,1,78,283,14,3,8,97,14,7,25,1139,7,46,2,20,108,12,14,2,1,8,0,1,1,1,-41,-116,2,-2,-2,-54,-1,0,-3,-33,2,-23,0,8,29,-2,-4,-4,1,4,0,1,1,0
24/25,Dragons RFC,home,loss,0,30,-4,73,260,13,6,2,70,5,8,28,989,4,44,1,11,146,17,16,0,0,4,0,4,0,1,-51,-111,-4,2,-5,-75,-8,5,10,132,2,-49,0,-3,72,4,1,-2,0,-1,0,2,0,0
24/25,Ulster Rugby,away,win,1,34,4,124,371,17,4,7,145,13,3,18,857,2,93,1,14,74,13,15,2,0,5,0,2,0,1,51,111,4,-2,5,75,8,-5,-10,-132,-2,49,0,3,-72,-4,-1,2,0,1,0,-2,0,0
24/25,Connacht Rugby,away,loss,0,40,-3,154,540,37,10,15,248,13,5,19,915,6,104,1,12,112,23,11,3,0,4,0,1,0,0,39,15,14,3,-1,128,2,-2,-7,-52,0,39,0,-2,-65,-14,-2,1,-1,-2,-3,-1,0,0
24/25,Ospreys,home,win,1,43,3,115,525,23,7,16,120,11,7,26,967,6,65,1,14,177,37,13,2,1,6,3,2,0,0,-39,-15,-14,-3,1,-128,-2,2,7,52,0,-39,0,2,65,14,2,-1,1,2,3,1,0,0
24/25,Scarlets,home,loss,0,17,-12,112,324,25,5,11,122,16,10,22,687,8,68,2,13,74,24,9,4,0,3,0,1,0,1,22,-20,1,-2,1,22,1,3,-4,-180,2,23,-1,0,-54,-1,-1,3,-1,1,-1,0,0,1
24/25,DHL Stormers,away,win,1,29,12,90,344,24,7,10,100,15,7,26,867,6,45,3,13,128,25,10,1,1,2,1,1,0,0,-22,20,-1,2,-1,-22,-1,-3,4,180,-2,-23,1,0,54,1,1,-3,1,-1,1,0,0,-1
24/25,Connacht Rugby,home,loss,0,24,-6,149,502,20,9,17,205,16,4,14,568,5,77,2,12,190,27,10,1,0,3,0,1,0,0,-5,191,-7,2,7,53,4,-6,-15,-293,1,-33,1,1,62,7,-3,1,0,-3,0,-2,-1,-2
24/25,Munster Rugby,away,win,1,30,6,154,311,27,7,10,152,12,10,29,861,4,110,1,11,128,20,13,0,0,6,0,3,1,2,5,-191,7,-2,-7,-53,-4,6,15,293,-1,33,-1,-1,-62,-7,3,-1,0,3,0,2,1,2
